es_id,cluster,row_id,report_group,study,outcome_subject,grade_band,g,v,se,n_t,n_c,n_clusters,icc_assumed,cluster_adjusted,pretest_adjusted,test_type,test_name,include,exclude_reason,extraction_method,source_stat,page_ref,extractor,confidence,notes
pcer_2008-130,pcer_2008,89,pcer_2008,PCER (2008),Reading,Pre-K,-0.08976,0.05993,0.24481,149,137,39,,True,True,standardized_independent,Pre-CTOPPP Elision (phonological awareness),1,,"Reported effect size d=-0.09 from Table E (spring pre-K, end-of-treatment), where d = (adjusted M_T - M_C)/sigma_pooled with sigma_pooled a site-specific model-based pooled population SD (Appendix B, eq.16). g = J*d, df=n_t+n_c-2=284, J=0.99736, g=-0.0898. g_se derived from the Appendix-D covariate-adjusted spring pre-K mean difference (md=-0.22) and its SE (0.6): implied site SD = md/d = 2.444; SE in d-units = SE_md/SD = 0.2455; g_se = J*SE_d = 0.2448; g_var = 0.05993. Pretest/baseline-adjusted (covariate) and cluster-accounted (HLM random classroom effect).",-0.22,"Effect size d: Table E, p.xliii (PDF p.44). Spring pre-K covariate-adjusted mean difference + SE: Appendix D (Tables D-1a..D-15a), PDF pp.415-441. Pooled-SD method: Appendix B eq.(10)-(16), PDF pp.353-359. Model: Appendix B, PDF pp.341-352.",subagent,medium,impact_estimate/impact_se are the Appendix-D covariate-adjusted spring pre-K mean DIFFERENCE (T-C) and its SE in the measure's raw score units (NOT in d units); the standardized d is in Table E. 
pcer_2008-131,pcer_2008,89,pcer_2008,PCER (2008),Other,Pre-K,0.1496,0.01567,0.12518,149,137,39,,True,True,standardized_independent,Peabody Picture Vocabulary Test (PPVT),0,redundant_subscale,"Reported effect size d=0.15 from Table E (spring pre-K, end-of-treatment), where d = (adjusted M_T - M_C)/sigma_pooled with sigma_pooled a site-specific model-based pooled population SD (Appendix B, eq.16). g = J*d, df=n_t+n_c-2=284, J=0.99736, g=0.1496. g_se derived from the Appendix-D covariate-adjusted spring pre-K mean difference (md=2.45) and its SE (2.05): implied site SD = md/d = 16.333; SE in d-units = SE_md/SD = 0.1255; g_se = J*SE_d = 0.1252; g_var = 0.01567. Pretest/baseline-adjusted (covariate) and cluster-accounted (HLM random classroom effect).",2.45,"Effect size d: Table E, p.xliii (PDF p.44). Spring pre-K covariate-adjusted mean difference + SE: Appendix D (Tables D-1a..D-15a), PDF pp.415-441. Pooled-SD method: Appendix B eq.(10)-(16), PDF pp.353-359. Model: Appendix B, PDF pp.341-352.",subagent,medium,impact_estimate/impact_se are the Appendix-D covariate-adjusted spring pre-K mean DIFFERENCE (T-C) and its SE in the measure's raw score units (NOT in d units); the standardized d is in Table E. 
pcer_2008-132,pcer_2008,89,pcer_2008,PCER (2008),Other,Pre-K,-0.10971,0.014368,0.11987,149,137,39,,True,True,standardized_independent,Test of Language Development (TOLD) Grammatic Understanding,0,redundant_subscale,"Reported effect size d=-0.11 from Table E (spring pre-K, end-of-treatment), where d = (adjusted M_T - M_C)/sigma_pooled with sigma_pooled a site-specific model-based pooled population SD (Appendix B, eq.16). g = J*d, df=n_t+n_c-2=284, J=0.99736, g=-0.1097. g_se derived from the Appendix-D covariate-adjusted spring pre-K mean difference (md=-0.54) and its SE (0.59): implied site SD = md/d = 4.909; SE in d-units = SE_md/SD = 0.1202; g_se = J*SE_d = 0.1199; g_var = 0.01437. Pretest/baseline-adjusted (covariate) and cluster-accounted (HLM random classroom effect).",-0.54,"Effect size d: Table E, p.xliii (PDF p.44). Spring pre-K covariate-adjusted mean difference + SE: Appendix D (Tables D-1a..D-15a), PDF pp.415-441. Pooled-SD method: Appendix B eq.(10)-(16), PDF pp.353-359. Model: Appendix B, PDF pp.341-352.",subagent,medium,impact_estimate/impact_se are the Appendix-D covariate-adjusted spring pre-K mean DIFFERENCE (T-C) and its SE in the measure's raw score units (NOT in d units); the standardized d is in Table E. 
pcer_2008-133,pcer_2008,89,pcer_2008,PCER (2008),STEM,Pre-K,0.03989,0.01174,0.10835,149,137,39,,True,True,standardized_independent,Woodcock-Johnson Applied Problems (W score),0,redundant_subscale,"Reported effect size d=0.04 from Table E (spring pre-K, end-of-treatment), where d = (adjusted M_T - M_C)/sigma_pooled with sigma_pooled a site-specific model-based pooled population SD (Appendix B, eq.16). g = J*d, df=n_t+n_c-2=284, J=0.99736, g=0.0399. g_se derived from the Appendix-D covariate-adjusted spring pre-K mean difference (md=0.88) and its SE (2.39): implied site SD = md/d = 22.000; SE in d-units = SE_md/SD = 0.1086; g_se = J*SE_d = 0.1083; g_var = 0.01174. Pretest/baseline-adjusted (covariate) and cluster-accounted (HLM random classroom effect).",0.88,"Effect size d: Table E, p.xliii (PDF p.44). Spring pre-K covariate-adjusted mean difference + SE: Appendix D (Tables D-1a..D-15a), PDF pp.415-441. Pooled-SD method: Appendix B eq.(10)-(16), PDF pp.353-359. Model: Appendix B, PDF pp.341-352.",subagent,medium,impact_estimate/impact_se are the Appendix-D covariate-adjusted spring pre-K mean DIFFERENCE (T-C) and its SE in the measure's raw score units (NOT in d units); the standardized d is in Table E. 
pcer_2008-134,pcer_2008,89,pcer_2008,PCER (2008),STEM,Pre-K,-0.23937,0.020627,0.14362,149,137,39,,True,True,standardized_independent,CMA-A Mathematics Composite,0,redundant_subscale,"Reported effect size d=-0.24 from Table E (spring pre-K, end-of-treatment), where d = (adjusted M_T - M_C)/sigma_pooled with sigma_pooled a site-specific model-based pooled population SD (Appendix B, eq.16). g = J*d, df=n_t+n_c-2=284, J=0.99736, g=-0.2394. g_se derived from the Appendix-D covariate-adjusted spring pre-K mean difference (md=-0.05) and its SE (0.03): implied site SD = md/d = 0.208; SE in d-units = SE_md/SD = 0.1440; g_se = J*SE_d = 0.1436; g_var = 0.02063. Pretest/baseline-adjusted (covariate) and cluster-accounted (HLM random classroom effect).",-0.05,"Effect size d: Table E, p.xliii (PDF p.44). Spring pre-K covariate-adjusted mean difference + SE: Appendix D (Tables D-1a..D-15a), PDF pp.415-441. Pooled-SD method: Appendix B eq.(10)-(16), PDF pp.353-359. Model: Appendix B, PDF pp.341-352.",subagent,medium,impact_estimate/impact_se are the Appendix-D covariate-adjusted spring pre-K mean DIFFERENCE (T-C) and its SE in the measure's raw score units (NOT in d units); the standardized d is in Table E. 
pcer_2008-135,pcer_2008,89,pcer_2008,PCER (2008),STEM,Pre-K,0.07979,0.015721,0.12538,149,137,39,,True,True,researcher_made,Shape Composition (Building Blocks) task,0,researcher_made,"Reported effect size d=0.08 from Table E (spring pre-K, end-of-treatment), where d = (adjusted M_T - M_C)/sigma_pooled with sigma_pooled a site-specific model-based pooled population SD (Appendix B, eq.16). g = J*d, df=n_t+n_c-2=284, J=0.99736, g=0.0798. g_se derived from the Appendix-D covariate-adjusted spring pre-K mean difference (md=0.07) and its SE (0.11): implied site SD = md/d = 0.875; SE in d-units = SE_md/SD = 0.1257; g_se = J*SE_d = 0.1254; g_var = 0.01572. Pretest/baseline-adjusted (covariate) and cluster-accounted (HLM random classroom effect).",0.07,"Effect size d: Table E, p.xliii (PDF p.44). Spring pre-K covariate-adjusted mean difference + SE: Appendix D (Tables D-1a..D-15a), PDF pp.415-441. Pooled-SD method: Appendix B eq.(10)-(16), PDF pp.353-359. Model: Appendix B, PDF pp.341-352.",subagent,medium,impact_estimate/impact_se are the Appendix-D covariate-adjusted spring pre-K mean DIFFERENCE (T-C) and its SE in the measure's raw score units (NOT in d units); the standardized d is in Table E. 
portes_2018-01,portes_2018,90,portes_2018,Portes et al. 2018,Reading,3-6,0.1199,0.002497,0.05,835,686,74,,False,False,standardized_independent,State Criterion-Referenced Competency Test (CRCT) - English Language Arts,1,,"OLS treatment coefficient (Table 8, Model 1, treatment-only) on grade-x-subject z-standardized CRCT-ELA = standardized mean difference d=0.12 (SE 0.05). g = J*d with J=0.99949 (df=N-2, N=1,476); g_se = J*SE; g_var = g_se^2. Standardized by the within-grade z-score SD (=1 by construction).",0.12,p.512 Table 8 (Model 1); narrative p.513-514,subagent,medium,"FULL randomized sample (all students, ELLs + non-ELLs). This is the report's confirmatory Hypothesis 1 outcome (ELA for combined sample). Article headline b=0.28** is the Model 4/5 interaction-model coefficient (conditional effect for fifth-grade non-female students), NOT the average treatment effect; Model 1 (0.12*, p<.05) is the average treatment effect and is extracted here. n_t/n_c approximate from Table 3 consent counts (treatment 835, control 686 students); model N observations = 1,476. OLS, single-level (not cluster-adjusted); 74 teacher clusters; no ICC reported. ELA -> Reading per spec. Math/science/social studies are NOT analysed for the full sample in this report (only for the ELL subgroup, see subgroup rows)."
portes_2018-02,portes_2018,90,portes_2018,Portes et al. 2018,Reading,3-6,0.2697,0.00489,0.0699,,,74,,False,False,standardized_independent,State Criterion-Referenced Competency Test (CRCT) - English Language Arts,0,subgroup,"OLS treatment coefficient (Table 9, Model 1, treatment-only) on grade-x-subject z-standardized CRCT-ELA, ELL students only = d=0.27 (SE 0.07). g=J*d, J=0.99900 (N=749); g_se=J*SE.",0.27,p.513 Table 9 (Model 1),subagent,medium,"ELL-ONLY subgroup (N=749), NOT baseline-equivalent (authors call ELL analyses quasi-experimental/heuristic). Article headline for this subgroup is b=0.45*** (Model 4 interaction coefficient, conditional 5th-grade effect); Model 1 average effect = 0.27 extracted here. Pretest-adjusted check (fifth-grade ELLs only, Table 14): ELA treatment = 0.24** (g~0.24), the only subject that stayed significant after pretest adjustment. ELA -> Reading per spec."
portes_2018-03,portes_2018,90,portes_2018,Portes et al. 2018,Reading,3-6,0.0999,0.003593,0.0599,,,74,,False,False,standardized_independent,State Criterion-Referenced Competency Test (CRCT) - Reading,0,subgroup,"OLS treatment coefficient (Table 10, Model 1, treatment-only) on grade-x-subject z-standardized CRCT-Reading, ELL students only = d=0.10 (SE 0.06, ns). g=J*d, J=0.99899 (N=748); g_se=J*SE.",0.1,p.513-514 Table 10 (Model 1),subagent,medium,"ELL-ONLY subgroup (N=748), not baseline-equivalent. Reading -> Reading per spec. Non-significant. Reading not analysed for the full sample. Model 4 interaction coefficient = 0.22*; Cohen's d reported as 0.22 in narrative (that is the Model 4 conditional value). Model 1 average effect = 0.10 extracted here."
portes_2018-04,portes_2018,90,portes_2018,Portes et al. 2018,STEM,3-6,0.1499,0.006387,0.0799,,,74,,False,False,standardized_independent,State Criterion-Referenced Competency Test (CRCT) - Math,0,subgroup,"OLS treatment coefficient (Table 11, Model 1, treatment-only) on grade-x-subject z-standardized CRCT-Math, ELL students only = d=0.15 (SE 0.08). g=J*d, J=0.99900 (N=753); g_se=J*SE.",0.15,p.514 Table 11 (Model 1),subagent,medium,"ELL-ONLY subgroup (N=753), not baseline-equivalent. Math -> STEM per spec. Model 1 average effect = 0.15* extracted; narrative Cohen's d = 0.20 = Model 4 conditional value. Pretest-adjusted check (fifth-grade ELLs, Table 14): Math = -0.05 (ns). Math not analysed for the full sample."
portes_2018-05,portes_2018,90,portes_2018,Portes et al. 2018,STEM,3-6,0.1499,0.006387,0.0799,,,74,,False,False,standardized_independent,State Criterion-Referenced Competency Test (CRCT) - Science,0,subgroup,"OLS treatment coefficient (Table 12, Model 1, treatment-only) on grade-x-subject z-standardized CRCT-Science, ELL students only = d=0.15 (SE 0.08). g=J*d, J=0.99900 (N=753); g_se=J*SE. CAVEAT: printed Table 12 is identical to Table 11 (Math) -- likely a publication typo (see problems).",0.15,p.515 Table 12 (Model 1),subagent,medium,"ELL-ONLY subgroup (N=753), not baseline-equivalent. Science -> STEM per spec. PUBLICATION ERROR: Table 12 (Science) is printed identically to Table 11 (Math); value taken as printed (0.15). Narrative Cohen's d for science (ELLs) = 0.20 (= Model 4 conditional value). Pretest-adjusted check (fifth-grade ELLs, Table 14): Science = 0.07 (ns). Science not analysed for the full sample."
portes_2018-06,portes_2018,90,portes_2018,Portes et al. 2018,Other,3-6,0.0699,0.00489,0.0699,,,74,,False,False,standardized_independent,State Criterion-Referenced Competency Test (CRCT) - Social Studies,0,subgroup,"OLS treatment coefficient (Table 13, Model 1, treatment-only) on grade-x-subject z-standardized CRCT-Social Studies, ELL students only = d=0.07 (SE 0.07, ns). g=J*d, J=0.99900 (N=756); g_se=J*SE.",0.07,p.516 Table 13 (Model 1),subagent,medium,"ELL-ONLY subgroup (N=756), not baseline-equivalent (social studies had the largest fifth-grade ELL baseline imbalance, d=0.42 favoring treatment). Social studies -> Other per spec. Model 1 average effect = 0.07 (ns); narrative Cohen's d = 0.31 = Model 4 conditional value. Pretest-adjusted check (fifth-grade ELLs, Table 14): Social Studies = -0.11 (ns). Social studies not analysed for the full sample."
powell_2010-01,powell_2010,91,powell_2010,Powell et al. 2010,Reading,Pre-K,0.0999,0.00692,0.0832,345,265,73,,True,True,standardized_independent,Woodcock-Johnson III Letter-Word Identification,1,,"g = J*d using reported d=0.10 (Intervention x Time, Table 3); J=0.99855 (dfe=516). g_se = (HLM beta SE 1.45 / implied standardizing SD 17.40 [=beta/d]) * J.",1.74,p.307 Table 3 (Intervention x Time); means p.307 Table 2,subagent,medium,"Standardized/independent norm-referenced measure (standard scores M=100, SD=15). Intervention x Time beta=1.74 (ns), d=0.10. Main-effect-at-posttest (Intervention vs control) d=0.22 (beta=3.97*, SE=1.44). Non-significant intervention effect on the gain contrast."
powell_2010-02,powell_2010,91,powell_2010,Powell et al. 2010,Reading,Pre-K,-0.03,0.00359,0.0599,345,265,73,,True,True,standardized_independent,"Receptive language (Peabody Picture Vocabulary Test-III, PPVT-III)",1,,"g = J*d using reported d=-0.03 (Intervention x Time, Table 3); J=0.99858 (dfe=529). g_se = (HLM beta SE 0.96 / implied standardizing SD 16.00 [=beta/d]) * J.",-0.48,p.307 Table 3 (Intervention x Time); means p.307 Table 2,subagent,medium,"Standardized/independent measure (standard scores M=100, SD=15). Oral-language/receptive-vocabulary outcome (mapped to Reading per spec literacy mapping). Intervention x Time beta=-0.48 (ns), d=-0.03. Main-effect-at-posttest (Intervention vs control) d=-0.03 (beta=-0.55, SE=1.43). No intervention effect; paper notes PD did not change teachers' vocabulary-eliciting practice."
powell_2010-03,powell_2010,91,powell_2010,Powell et al. 2010,Reading,Pre-K,0.2896,0.0034,0.0583,345,265,73,,True,True,standardized_independent,"Letter knowledge (Letter Naming, Head Start FACES)",1,,"g = J*d using reported d=0.29 (Intervention x Time, Table 3); J=0.99859 (dfe=532). g_se = (HLM beta SE 0.97 / implied standardizing SD 16.62 [=beta/d]) * J.",4.82,p.307 Table 3 (Intervention x Time); means p.307 Table 2,subagent,medium,"Letter Naming subtest from the Head Start FACES battery (count of letters named, 0-26). Headline intervention effect (abstract reports d=0.29). Intervention x Time beta=4.82*** (p<.001), d=0.29. Main-effect-at-posttest (Intervention vs control) d=0.32 (beta=5.37***, SE=1.46). NOTE: paper-implied standardizing SD (beta/d=16.62) is ~2x the Table-2 preintervention pooled SD (~8.2), so the authors' d for this outcome is standardized on a larger SD than the simple preintervention pooled SD."
powell_2010-04,powell_2010,91,powell_2010,Powell et al. 2010,Reading,Pre-K,0.2197,0.01028,0.1014,345,265,73,,True,True,researcher_made,Concepts About Print (Clay),0,researcher_made,"g = J*d using reported d=0.22 (Intervention x Time, Table 3); J=0.99859 (dfe=532). g_se = (HLM beta SE 0.12 / implied standardizing SD 1.18 [=beta/d]) * J.",0.26,p.307 Table 3 (Intervention x Time); means p.307 Table 2,subagent,medium,"Clay (1985) Concepts About Print, researcher-administered (count correct, 0-11). Headline intervention effect (abstract d=0.22). Intervention x Time beta=0.26* (p<.05), d=0.22. Main-effect-at-posttest (Intervention vs control) d=0.20 (beta=0.40*, SE=0.17). NOTE: paper-implied standardizing SD (beta/d=1.18) is SMALLER than the Table-2 preintervention pooled SD (~1.84)."
powell_2010-05,powell_2010,91,powell_2010,Powell et al. 2010,Reading,Pre-K,0.1698,0.00614,0.0784,345,265,73,,True,True,researcher_made,"Writing (name writing, Diamond et al. 2008 9-point scale)",0,researcher_made,"g = J*d using reported d=0.17 (Intervention x Time, Table 3); J=0.99858 (dfe=530). g_se = (HLM beta SE 0.12 / implied standardizing SD 1.53 [=beta/d]) * J.",0.26,p.307 Table 3 (Intervention x Time); means p.307 Table 2,subagent,medium,"Name-writing scored on a 9-point scale (1-9). Headline intervention effect (abstract d=0.17). Intervention x Time beta=0.26* (p<.05), d=0.17. Main-effect-at-posttest (Intervention vs control) d=0.17 (beta=0.33*, SE=0.21)."
powell_2010-06,powell_2010,91,powell_2010,Powell et al. 2010,Reading,Pre-K,0.1797,0.0079,0.0889,345,265,73,,True,True,researcher_made,"Blending (Test of Preschool Early Literacy, TOPEL pre-publication, 21 items)",0,researcher_made,"g = J*d using reported d=0.18 (Intervention x Time, Table 3); J=0.99858 (dfe=530). g_se = (HLM beta SE 0.46 / implied standardizing SD 5.17 [=beta/d]) * J.",0.93,p.307 Table 3 (Intervention x Time); means p.307 Table 2,subagent,medium,"Phonological blending, 21 items from a pre-publication TOPEL/Pre-CTOPPL (Lonigan et al.) version. Headline intervention effect (abstract d=0.18). Intervention x Time beta=0.93* (p<.05), d=0.18. Main-effect-at-posttest (Intervention vs control) d=0.22 (beta=1.17**, SE=0.43)."
powell_2010-07,powell_2010,91,powell_2010,Powell et al. 2010,Reading,Pre-K,0.0552,0.00917,0.0957,345,265,73,,True,True,researcher_made,"Initial sound matching (IGDI Alliteration / Get It Got It Go!, dichotomized)",0,researcher_made,APPROXIMATE/low quality. Binary logistic outcome; no SMD d reported for this contrast. g approximated as J*(beta/preintervention-pooled-SD) using Intervention x Time beta=0.15 and pooled preintervention SD=2.71 -> d~0.055; J=0.99858 (dfe=530). g_se = (beta SE 0.26 / 2.71) * J. Use with caution.,0.15,p.307 Table 3 (Intervention x Time); means p.307 Table 2,subagent,medium,"Get It Got It Go! Alliteration / IGDI initial-sound-matching. ~60% of children scored 0, so the authors DICHOTOMIZED the measure (0 = none/one correct, 1 = two or more correct) and analyzed it with logistic regression (odds-ratio metric); the raw means/SDs in Table 2 are on the original 1-20 scale, not the analyzed dichotomy. No standard SMD d is reported for the Intervention-vs-control contrast (Table 3 leaves the d cells effectively for the continuous metric only; the odds-ratio Intervention x Time effect was ns). g here is a rough continuous-scale approximation and should be down-weighted or excluded centrally. No significant intervention effect."
prast_2018-01,prast_2018,92,prast_2018,Prast et al. 2018,STEM,1-6,0.146,0.001515,0.0389,1514,3237,30,,True,True,standardized_independent,"Cito Mathematics Tests (CMT; national Dutch curriculum-based progress-monitoring tests, Janssen, Scheltens & Kraemer 2005), grade-level-appropriate version, vertically-scaled competence score",1,,"g = J*beta, where beta = standardized regression coefficient of the 'PD in Year 1' dummy on the latent math-achievement growth SLOPE from the overall latent growth-curve Model 2 (Table 5, p.29; beta=0.15, SE=0.04, p=.007), covariate-adjusted for grade level, nonverbal intelligence, verbal WM, and visual-spatial WM (and the T1 baseline within the growth model). beta is the within-grade standardized effect on growth rate (positive favours PD). J = 1-3/(4*df-1) = 0.9730 with df = n_clusters-2 = 28 (conservative cluster df); g = 0.9730*0.15 = 0.146. g_se = J*SE_beta = 0.9730*0.04 = 0.0389; g_var = g_se^2 = 0.001515. (With student-level df, J~1 and g~=0.15, g_se~=0.04.) Standardized by the model's student-level (within-grade, covariate-residual) SD implicit in the standardized beta.",0.15,"Table 5 (Overall model Year 1, Model 2) p.29; text p.29 (beta=0.15, p=.007; ~2.5 CMT points more growth than control, avg growth 14.4); design Table 1 p.25; Ns Table 2 (Cohort 1 N Year1=1514; Cohorts 2+3 Year1 = 1370+1867=3237); analytic N=4751",subagent,medium,"Headline result: significant small positive short-term effect of the PD on Year-1 math-achievement growth in Cohort 1 (beta=0.15, p=.007). n_t = Cohort 1 Year-1 students (1514); n_c = Cohorts 2+3 Year-1 students (1370+1867=3237); overall analytic N=4751. Effect is on the GROWTH SLOPE, not posttest level (authors do not interpret the intercept/level effect). Raw cross-check (text p.29): Cohort 1 gained ~2.5 CMT points more than controls over Year 1 (avg growth 14.4 points); dividing by the total cross-grade CMT SD (30.18) would give a grade-confounded d~0.08 that is NOT comparable and is not used. Multiple-group model (Table 6): effect similar across achievement groups (low beta=0.12 p=.051, average beta=0.10 p=.040, high beta=0.12 p=.036); Wald tests n.s. for differential effects, so no subgroup rows extracted. ICC not reported; cluster-robust (type=complex, class-level) SEs."
prast_2018-02,prast_2018,92,prast_2018,Prast et al. 2018,STEM,1-6,0.029,0.004639,0.0681,1408,3284,30,,True,True,standardized_independent,"Cito Mathematics Tests (CMT; national Dutch curriculum-based progress-monitoring tests, Janssen, Scheltens & Kraemer 2005), grade-level-appropriate version, vertically-scaled competence score",1,,"g = J*beta, where beta = standardized regression coefficient of the 'PD in Year 2' dummy (short-term effect) on the latent math-achievement growth SLOPE from the overall latent growth-curve Model 2 (Table 7, p.31; beta=0.03, SE=0.07, p=.640, n.s.), covariate-adjusted for grade level, nonverbal intelligence, verbal WM, and visual-spatial WM. J = 0.9730 (df = n_clusters-2 = 28); g = 0.9730*0.03 = 0.029. g_se = J*SE_beta = 0.9730*0.07 = 0.0681; g_var = 0.004639.",0.03,"Table 7 (Overall model Year 2, Model 2) p.31; text p.30-31 ('PD in Year 2' short-term slope effect beta=0.03, p=.640, n.s.); Ns Table 2 (Cohort 2 N Year2=1408; Cohorts 1+3 Year2 = 1494+1790=3284); analytic N=4692",subagent,medium,"Second independent immediate post-intervention contrast (different cohort/year): the PD effect could NOT be replicated in Year 2 - no significant short-term effect on Year-2 growth slope (beta=0.03, p=.640). n_t = Cohort 2 Year-2 students (1408); n_c = Cohorts 1+3 Year-2 students (1494+1790=3284); overall analytic N=4692. Authors attribute the smaller Cohort-2 effect to lower school motivation, less-experienced teachers, and concurrent curriculum changes (discussion p.31). The Year-2 LONG-TERM effect of PD-in-Year-1 (Cohort 1) on the slope was also n.s. (beta=-0.06, p=.665) and is NOT extracted (follow-up wave, not immediate post). Multiple-group model Year 2 (Table 8): no significant short- or long-term effects in any achievement group. Same cluster-robust caveats and missing ICC as the Year-1 row."
quint_2015-01,quint_2015,93,quint_2015,Quint et al. 2015,Reading,3,0.02999,0.005277,0.0726,1450,1391,37,,True,True,standardized_independent,"Gates-MacGinitie Reading Test, Comprehension subtest (scale score)",0,redundant_subscale,"Reported effect size d = impact/control-SD = 1.09/39.27 = 0.03 taken directly from Table 5.6. g = J*d, df = n_t+n_c-2 = 2839, J = 0.99974, g = 0.02999. impact_se in ES units = MDES(0.21)/2.89 = 0.0727 (Appendix Table D.2); g_se = J*0.0727 = 0.0726; g_var = g_se^2.",0.03,"Table 5.6 (p. 86, PDF p. 110); SD Appendix D (p. 176-177); MDES Appendix Table D.2 (p. 175)",subagent,medium,Auxiliary sample = grade 3 students (were grade 1 at study start; did not learn to read 'the SFA way'). Not statistically significant (p=0.699). Standardizing SD = control-group SD for GM Comprehension grade 3 (39.27). Component subscale of the GM Total composite (also extracted).
quint_2015-02,quint_2015,93,quint_2015,Quint et al. 2015,Reading,3,0.01,0.005792,0.0761,1450,1391,37,,True,True,standardized_independent,"Gates-MacGinitie Reading Test, Vocabulary subtest (scale score)",0,redundant_subscale,"Reported d = 0.53/41.87 = 0.01 (Table 5.6). g = J*d, df = 2839, J = 0.99974, g = 0.01000. impact_se = MDES(0.22)/2.89 = 0.0761; g_se = 0.0761; g_var = g_se^2.",0.01,Table 5.6 (p. 86); MDES Appendix Table D.2 (p. 175); SD p. 177,subagent,medium,Not statistically significant (p=0.868). Standardizing SD = control GM Vocabulary grade 3 (41.87). Component subscale of GM Total composite.
quint_2015-03,quint_2015,93,quint_2015,Quint et al. 2015,Reading,3,0.01999,0.005792,0.0761,1450,1391,37,,True,True,standardized_independent,"Gates-MacGinitie Reading Test, Total (Comprehension + Vocabulary, scale score)",1,,"Reported d = 0.71/36.67 = 0.02 (Table 5.6). g = J*d, df = 2839, J = 0.99974, g = 0.01999. impact_se = MDES(0.22)/2.89 = 0.0761; g_se = 0.0761; g_var = g_se^2.",0.02,Table 5.6 (p. 86); MDES Appendix Table D.2 (p. 175); SD p. 177,subagent,medium,Composite of the GM Comprehension and Vocabulary subscales (both also extracted). Not statistically significant (p=0.797). Standardizing SD = control GM Total grade 3 (36.67).
quint_2015-04,quint_2015,93,quint_2015,Quint et al. 2015,Reading,3,-0.01999,0.005792,0.0761,1311,1261,37,,True,True,standardized_independent,"State reading achievement test (z-score, standardized within district)",1,,"Reported impact = -0.02 on the district-standardized state test (SD~1), so d = -0.02 (Table 5.6). g = J*d, df = 2571, J = 0.99971, g = -0.01999. impact_se = MDES(0.22)/2.89 = 0.0761; g_se = 0.0761; g_var = g_se^2.",-0.02,Table 5.6 (p. 86); MDES Appendix Table D.2 (p. 175),subagent,medium,"High-stakes state reading/comprehension accountability test, standardized within district (SD ~ 1). Not statistically significant (p=0.836). Negative = slightly favors control. Separate independent instrument from the GM tests; labeled secondary (not part of the GM composite)."
quint_2015-05,quint_2015,93,quint_2015,Quint et al. 2015,Reading,4,-0.04999,0.003877,0.0623,1361,1295,37,,True,True,standardized_independent,"Gates-MacGinitie Reading Test, Comprehension subtest (scale score)",0,redundant_subscale,"Reported d = -1.78/38.11 = -0.05 (Table 5.6). g = J*d, df = 2654, J = 0.99972, g = -0.04999. impact_se = MDES(0.18)/2.89 = 0.0623; g_se = 0.0623; g_var = g_se^2.",-0.05,Table 5.6 (p. 86); MDES Appendix Table D.2 (p. 175); SD p. 177,subagent,medium,Grade 4 auxiliary sample. Not statistically significant (p=0.466). Standardizing SD = control GM Comprehension grade 4 (38.11). Component subscale of GM Total composite.
quint_2015-06,quint_2015,93,quint_2015,Quint et al. 2015,Reading,4,-0.04999,0.003877,0.0623,1361,1295,37,,True,True,standardized_independent,"Gates-MacGinitie Reading Test, Vocabulary subtest (scale score)",0,redundant_subscale,"Reported d = -1.65/36.51 = -0.05 (Table 5.6). g = J*d, df = 2654, J = 0.99972, g = -0.04999. impact_se = MDES(0.18)/2.89 = 0.0623; g_se = 0.0623; g_var = g_se^2.",-0.05,Table 5.6 (p. 86); MDES Appendix Table D.2 (p. 175); SD p. 177,subagent,medium,Not statistically significant (p=0.457). Standardizing SD = control GM Vocabulary grade 4 (36.51). Component subscale of GM Total composite.
quint_2015-07,quint_2015,93,quint_2015,Quint et al. 2015,Reading,4,-0.04999,0.00432,0.0657,1361,1295,37,,True,True,standardized_independent,"Gates-MacGinitie Reading Test, Total (Comprehension + Vocabulary, scale score)",1,,"Reported d = -1.70/33.65 = -0.05 (Table 5.6). g = J*d, df = 2654, J = 0.99972, g = -0.04999. impact_se = MDES(0.19)/2.89 = 0.0657; g_se = 0.0657; g_var = g_se^2.",-0.05,Table 5.6 (p. 86); MDES Appendix Table D.2 (p. 175); SD p. 177,subagent,medium,Composite of GM Comprehension + Vocabulary subscales (both also extracted). Not statistically significant (p=0.418). Standardizing SD = control GM Total grade 4 (33.65).
quint_2015-08,quint_2015,93,quint_2015,Quint et al. 2015,Reading,4,-0.12996,0.003458,0.0588,1329,1275,37,,True,True,standardized_independent,"State reading achievement test (z-score, standardized within district)",1,,"Reported impact = -0.13 on district-standardized state test (SD~1), so d = -0.13 (Table 5.6). g = J*d, df = 2602, J = 0.99971, g = -0.12996. impact_se = MDES(0.17)/2.89 = 0.0588; g_se = 0.0588; g_var = g_se^2.",-0.13,Table 5.6 (p. 86); MDES Appendix Table D.2 (p. 175),subagent,medium,"Only marginally significant estimate in the auxiliary sample: NEGATIVE impact, p=0.053 (significant at 10% only), and NOT significant after Benjamini-Hochberg multiple-comparison adjustment (report cautions against interpreting it). Negative = favors control. High-stakes state test, standardized within district (SD ~ 1). Labeled secondary."
